CALENDAR(GMT 9),TIMESTAMP,MACADDR,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,,
2024-05-16T00:00:18Z,1715785218,60E85BBA74C1,0.33,0.45,380.45,455,9.88,79.61,314.42,2.81,,
2024-05-16T00:01:18Z,1715785278,60E85BBA74C1,0.26,0.36,350.5,451,9.8,79.88,289.67,2.24,,434.0791667
2024-05-16T00:02:18Z,1715785338,60E85BBA74C1,0.46,0.63,309.12,446,9.84,80.32,255.47,3.92,,
2024-05-16T00:03:18Z,1715785398,60E85BBA74C1,0.3,0.41,285.76,443,9.76,80.31,236.17,2.56,,
2024-05-16T00:04:18Z,1715785458,60E85BBA74C1,0.35,0.48,256.84,437,9.71,80.59,212.27,2.98,,
2024-05-16T00:05:18Z,1715785518,60E85BBA74C1,0.37,0.51,233.93,435,9.62,80.84,193.33,3.16,,
2024-05-16T00:06:18Z,1715785578,60E85BBA74C1,0.35,0.48,211.21,434,9.69,81.33,174.56,2.98,,
2024-05-16T00:07:18Z,1715785638,60E85BBA74C1,0.36,0.49,205.56,437,9.72,81.7,169.89,3.07,,
2024-05-16T00:08:18Z,1715785698,60E85BBA74C1,0.36,0.48,211.21,449,9.81,81.59,174.56,3.01,,
2024-05-16T00:09:18Z,1715785758,60E85BBA74C1,0.33,0.45,222.55,453,9.79,81.62,183.92,2.82,,
2024-05-16T00:10:18Z,1715785818,60E85BBA74C1,0.32,0.43,239.64,464,9.88,81.7,198.05,2.69,,
2024-05-16T00:11:18Z,1715785878,60E85BBA74C1,0.22,0.3,251.1,469,9.88,82.31,207.52,1.85,,
2024-05-16T00:12:18Z,1715785938,60E85BBA74C1,0.39,0.53,256.84,469,9.85,82.26,212.27,3.33,,
2024-05-16T00:13:18Z,1715785998,60E85BBA74C1,0.29,0.39,262.6,466,9.85,82.38,217.03,2.48,,
2024-05-16T00:14:18Z,1715786058,60E85BBA74C1,0.43,0.59,262.6,462,9.86,81.86,217.03,3.68,,
2024-05-16T00:15:18Z,1715786118,60E85BBA74C1,0.3,0.41,268.37,461,9.81,81.9,221.8,2.55,,
2024-05-16T00:16:18Z,1715786178,60E85BBA74C1,0.36,0.49,268.37,464,9.89,82.16,221.8,3.07,,
2024-05-16T00:17:18Z,1715786238,60E85BBA74C1,0.42,0.56,274.16,479,9.93,82.18,226.58,3.53,,
2024-05-16T00:18:18Z,1715786298,60E85BBA74C1,0.3,0.4,279.95,482,9.93,81.51,231.37,2.54,,
2024-05-16T00:19:18Z,1715786358,60E85BBA74C1,0.34,0.46,291.58,476,10.04,81.28,240.98,2.88,,
2024-05-16T00:20:18Z,1715786418,60E85BBA74C1,0.43,0.57,297.42,476,9.96,81.33,245.8,3.62,,
2024-05-16T00:21:18Z,1715786478,60E85BBA74C1,0.4,0.53,309.12,475,10.03,81.55,255.47,3.36,,
2024-05-16T00:22:18Z,1715786538,60E85BBA74C1,0.39,0.52,320.88,473,9.88,81.15,265.19,3.33,,
2024-05-16T00:23:18Z,1715786598,60E85BBA74C1,0.27,0.36,326.78,455,9.88,81.27,270.06,2.31,,
2024-05-16T00:24:18Z,1715786658,60E85BBA74C1,0.33,0.44,326.78,458,9.97,81.53,270.06,2.79,,
2024-05-16T00:25:18Z,1715786718,60E85BBA74C1,0.38,0.51,392.53,514,9.91,81.32,324.4,3.27,,
2024-05-16T00:26:18Z,1715786778,60E85BBA74C1,0.26,0.35,435.22,504,9.97,81.6,359.69,2.24,,
2024-05-16T00:27:18Z,1715786838,60E85BBA74C1,0.31,0.42,484.86,497,9.96,82.06,400.71,2.66,,
2024-05-16T00:28:18Z,1715786898,60E85BBA74C1,0.35,0.47,522.71,490,9.99,82.23,431.99,3.01,,
2024-05-16T00:29:18Z,1715786958,60E85BBA74C1,0.22,0.29,541.83,482,10,82.38,447.8,1.88,,
